date,listing_id,orders,timestamp
2023-01-03,40,4,2023-01-03 17:47:00
2023-01-03,43,2,2023-01-03 20:53:00
2023-01-03,44,4,2023-01-03 13:49:00
2023-01-03,52,0,2023-01-03 00:57:00
2023-01-03,54,2,2023-01-03 21:22:00
2023-01-03,56,1,2023-01-03 09:35:00
2023-01-03,56,-1,2023-01-03 10:23:00
2023-01-03,56,-1,2023-01-03 10:32:00
2023-01-03,66,4,2023-01-03 09:25:00
2023-01-03,67,2,2023-01-03 08:52:00
2023-01-03,67,7,2023-01-03 09:06:00
2023-01-03,67,5,2023-01-03 09:46:00
2023-01-03,75,0,2023-01-03 08:02:00
2023-01-03,76,1,2023-01-03 02:39:00
2023-01-03,79,5,2023-01-03 06:01:00
2023-01-03,80,3,2023-01-03 17:17:00
2023-01-03,86,0,2023-01-03 01:36:00
2023-01-03,88,2,2023-01-03 00:53:00
2023-01-03,90,5,2023-01-03 12:50:00
2023-01-03,92,3,2023-01-03 14:59:00
2023-01-03,96,3,2023-01-03 07:37:00
2023-01-03,100,3,2023-01-03 09:13:00
2023-01-03,101,3,2023-01-03 13:08:00
2023-01-03,111,1,2023-01-03 21:07:00
2023-01-03,119,5,2023-01-03 18:36:00
2023-01-03,125,4,2023-01-03 15:22:00
2023-01-03,125,9,2023-01-03 16:14:00
2023-01-03,130,5,2023-01-03 01:54:00
2023-01-03,133,1,2023-01-03 10:35:00
2023-01-03,137,0,2023-01-03 11:28:00
2023-01-03,140,3,2023-01-03 15:36:00
2023-01-03,146,2,2023-01-03 11:41:00
2023-01-03,150,4,2023-01-03 15:23:00
2023-01-03,153,3,2023-01-03 11:50:00
2023-01-03,156,5,2023-01-03 00:34:00
2023-01-03,158,3,2023-01-03 00:18:00
2023-01-03,166,2,2023-01-03 01:07:00
2023-01-03,167,1,2023-01-03 10:22:00
2023-01-03,172,4,2023-01-03 22:47:00
2023-01-03,174,5,2023-01-03 16:14:00
2023-01-03,174,10,2023-01-03 16:49:00
2023-01-03,176,1,2023-01-03 08:05:00
2023-01-03,177,0,2023-01-03 23:33:00
2023-01-03,178,1,2023-01-03 13:15:00
2023-01-03,178,5,2023-01-03 14:16:00
2023-01-03,178,0,2023-01-03 14:42:00
2023-01-03,181,0,2023-01-03 23:52:00
2023-01-03,188,4,2023-01-03 19:06:00
2023-01-03,189,2,2023-01-03 05:39:00
2023-01-03,190,2,2023-01-03 02:15:00
2023-01-03,190,1,2023-01-03 02:39:00
2023-01-03,190,-1,2023-01-03 03:33:00
2023-01-03,191,0,2023-01-03 21:51:00
2023-01-03,192,0,2023-01-03 06:39:00
2023-01-03,195,4,2023-01-03 22:39:00
2023-01-04,1,5,2023-01-04 01:41:00
2023-01-04,6,2,2023-01-04 09:10:00
2023-01-04,13,4,2023-01-04 16:56:00
2023-01-04,15,0,2023-01-04 01:03:00
2023-01-04,17,2,2023-01-04 20:28:00
2023-01-04,18,2,2023-01-04 11:48:00
2023-01-04,18,0,2023-01-04 12:44:00
2023-01-04,18,4,2023-01-04 12:59:00
2023-01-04,21,2,2023-01-04 22:45:00
2023-01-04,26,1,2023-01-04 18:55:00
2023-01-04,27,1,2023-01-04 00:29:00
2023-01-04,32,1,2023-01-04 19:47:00
2023-01-04,33,3,2023-01-04 08:07:00
2023-01-04,34,2,2023-01-04 07:32:00
2023-01-04,38,0,2023-01-04 14:48:00
2023-01-04,39,4,2023-01-04 17:00:00
2023-01-04,42,4,2023-01-04 19:25:00
2023-01-04,43,3,2023-01-04 04:20:00
2023-01-04,45,2,2023-01-04 00:07:00
2023-01-04,52,1,2023-01-04 09:19:00
2023-01-04,55,4,2023-01-04 12:13:00
2023-01-04,56,4,2023-01-04 07:37:00
2023-01-04,59,0,2023-01-04 13:41:00
2023-01-04,59,1,2023-01-04 14:53:00
2023-01-04,62,0,2023-01-04 04:51:00
2023-01-04,67,0,2023-01-04 08:50:00
2023-01-04,68,1,2023-01-04 13:26:00
2023-01-04,75,5,2023-01-04 06:18:00
2023-01-04,76,1,2023-01-04 14:53:00
2023-01-04,90,4,2023-01-04 19:05:00
2023-01-04,91,5,2023-01-04 19:20:00
2023-01-04,92,1,2023-01-04 21:02:00
2023-01-04,94,5,2023-01-04 06:28:00
2023-01-04,96,3,2023-01-04 06:34:00
2023-01-04,101,5,2023-01-04 12:43:00
2023-01-04,106,0,2023-01-04 08:12:00
2023-01-04,112,1,2023-01-04 06:02:00
2023-01-04,125,3,2023-01-04 22:09:00
2023-01-04,126,1,2023-01-04 02:21:00
2023-01-04,130,2,2023-01-04 03:27:00
2023-01-04,137,1,2023-01-04 21:57:00
2023-01-04,137,-2,2023-01-04 23:41:00
2023-01-04,140,2,2023-01-04 21:00:00
2023-01-04,141,3,2023-01-04 16:43:00
2023-01-04,142,0,2023-01-04 06:28:00
2023-01-04,144,1,2023-01-04 05:22:00
2023-01-04,146,5,2023-01-04 11:08:00
2023-01-04,150,0,2023-01-04 11:49:00
2023-01-04,151,1,2023-01-04 04:22:00
2023-01-04,157,5,2023-01-04 14:38:00
2023-01-04,159,5,2023-01-04 17:56:00
2023-01-04,159,2,2023-01-04 18:05:00
2023-01-04,169,2,2023-01-04 22:05:00
2023-01-04,170,0,2023-01-04 21:13:00
2023-01-04,174,3,2023-01-04 13:09:00
2023-01-04,175,0,2023-01-04 06:55:00
2023-01-04,176,1,2023-01-04 03:22:00
2023-01-04,181,3,2023-01-04 06:31:00
2023-01-04,189,5,2023-01-04 21:50:00
2023-01-04,191,0,2023-01-04 04:23:00
2023-01-04,196,0,2023-01-04 15:05:00
2023-01-04,196,3,2023-01-04 17:01:00
2023-01-04,198,5,2023-01-04 21:04:00
2023-01-04,200,5,2023-01-04 22:37:00
2023-01-05,5,4,2023-01-05 23:45:00
2023-01-05,9,0,2023-01-05 19:18:00
2023-01-05,10,4,2023-01-05 20:16:00
2023-01-05,11,2,2023-01-05 11:15:00
2023-01-05,15,2,2023-01-05 00:35:00
2023-01-05,16,4,2023-01-05 06:54:00
2023-01-05,16,0,2023-01-05 07:53:00
2023-01-05,16,0,2023-01-05 08:10:00
2023-01-05,17,2,2023-01-05 15:10:00
2023-01-05,28,0,2023-01-05 07:51:00
2023-01-05,28,-4,2023-01-05 08:06:00
2023-01-05,32,4,2023-01-05 05:25:00
2023-01-05,33,5,2023-01-05 05:55:00
2023-01-05,39,3,2023-01-05 05:21:00
2023-01-05,39,7,2023-01-05 05:47:00
2023-01-05,39,1,2023-01-05 06:43:00
2023-01-05,43,2,2023-01-05 15:47:00
2023-01-05,43,-1,2023-01-05 16:03:00
2023-01-05,43,6,2023-01-05 17:41:00
2023-01-05,44,5,2023-01-05 03:37:00
2023-01-05,44,8,2023-01-05 04:42:00
2023-01-05,44,8,2023-01-05 05:04:00
2023-01-05,52,2,2023-01-05 14:06:00
2023-01-05,53,0,2023-01-05 12:31:00
2023-01-05,54,0,2023-01-05 17:18:00
2023-01-05,57,3,2023-01-05 00:07:00
2023-01-05,62,2,2023-01-05 18:29:00
2023-01-05,63,5,2023-01-05 05:22:00
2023-01-05,65,3,2023-01-05 13:57:00
2023-01-05,67,0,2023-01-05 18:09:00
2023-01-05,92,3,2023-01-05 08:02:00
2023-01-05,95,4,2023-01-05 21:18:00
2023-01-05,96,3,2023-01-05 03:59:00
2023-01-05,96,-2,2023-01-05 04:28:00
2023-01-05,101,5,2023-01-05 08:36:00
2023-01-05,106,1,2023-01-05 14:52:00
2023-01-05,107,3,2023-01-05 16:51:00
2023-01-05,111,1,2023-01-05 13:53:00
2023-01-05,114,0,2023-01-05 08:47:00
2023-01-05,115,1,2023-01-05 14:05:00
2023-01-05,121,1,2023-01-05 22:22:00
2023-01-05,121,1,2023-01-05 23:41:00
2023-01-05,126,5,2023-01-05 20:09:00
2023-01-05,131,4,2023-01-05 08:14:00
2023-01-05,135,3,2023-01-05 14:00:00
2023-01-05,139,3,2023-01-05 16:21:00
2023-01-05,140,2,2023-01-05 21:15:00
2023-01-05,141,1,2023-01-05 17:34:00
2023-01-05,144,3,2023-01-05 18:49:00
2023-01-05,147,4,2023-01-05 22:16:00
2023-01-05,150,2,2023-01-05 13:13:00
2023-01-05,153,4,2023-01-05 12:37:00
2023-01-05,157,3,2023-01-05 17:12:00
2023-01-05,158,5,2023-01-05 19:44:00
2023-01-05,158,9,2023-01-05 21:03:00
2023-01-05,158,5,2023-01-05 21:24:00
2023-01-05,159,3,2023-01-05 19:14:00
2023-01-05,162,3,2023-01-05 19:21:00
2023-01-05,166,3,2023-01-05 14:49:00
2023-01-05,167,4,2023-01-05 21:34:00
2023-01-05,169,0,2023-01-05 08:15:00
2023-01-05,172,2,2023-01-05 16:30:00
2023-01-05,173,5,2023-01-05 06:38:00
2023-01-05,174,4,2023-01-05 19:48:00
2023-01-05,175,4,2023-01-05 08:51:00
2023-01-05,176,2,2023-01-05 10:13:00
2023-01-05,178,5,2023-01-05 06:10:00
2023-01-05,182,5,2023-01-05 23:54:00
2023-01-05,183,0,2023-01-05 15:18:00
2023-01-05,189,2,2023-01-05 23:02:00
2023-01-05,190,4,2023-01-05 09:07:00
2023-01-05,193,0,2023-01-05 01:17:00
2023-01-05,195,4,2023-01-05 20:23:00
2023-01-05,196,4,2023-01-05 03:43:00
2023-01-06,5,0,2023-01-06 23:34:00
2023-01-06,7,2,2023-01-06 13:59:00
2023-01-06,9,3,2023-01-06 21:09:00
2023-01-06,9,-2,2023-01-06 21:18:00
2023-01-06,9,3,2023-01-06 22:21:00
2023-01-06,13,1,2023-01-06 18:08:00
2023-01-06,14,2,2023-01-06 22:00:00
2023-01-06,18,4,2023-01-06 16:39:00
2023-01-06,19,1,2023-01-06 00:52:00
2023-01-06,27,1,2023-01-06 05:13:00
2023-01-06,29,2,2023-01-06 23:39:00
2023-01-06,33,1,2023-01-06 10:37:00
2023-01-06,35,0,2023-01-06 16:13:00
2023-01-06,38,3,2023-01-06 09:26:00
2023-01-06,39,2,2023-01-06 14:17:00
2023-01-06,52,0,2023-01-06 09:06:00
2023-01-06,52,4,2023-01-06 09:39:00
2023-01-06,52,5,2023-01-06 10:40:00
2023-01-06,56,3,2023-01-06 09:29:00
2023-01-06,57,0,2023-01-06 23:41:00
2023-01-06,57,2,2023-01-07 00:07:00
2023-01-06,59,5,2023-01-06 02:59:00
2023-01-06,60,4,2023-01-06 21:16:00
2023-01-06,61,2,2023-01-06 14:43:00
2023-01-06,66,5,2023-01-06 06:09:00
2023-01-06,67,4,2023-01-06 05:31:00
2023-01-06,75,5,2023-01-06 09:27:00
2023-01-06,80,4,2023-01-06 17:22:00
2023-01-06,84,1,2023-01-06 17:48:00
2023-01-06,93,2,2023-01-06 01:42:00
2023-01-06,93,4,2023-01-06 03:34:00
2023-01-06,94,4,2023-01-06 16:56:00
2023-01-06,95,0,2023-01-06 04:13:00
2023-01-06,100,4,2023-01-06 14:31:00
2023-01-06,107,1,2023-01-06 03:50:00
2023-01-06,107,4,2023-01-06 05:36:00
2023-01-06,112,4,2023-01-06 17:21:00
2023-01-06,117,3,2023-01-06 16:21:00
2023-01-06,127,1,2023-01-06 22:55:00
2023-01-06,130,2,2023-01-06 00:00:00
2023-01-06,137,1,2023-01-06 23:17:00
2023-01-06,139,1,2023-01-06 23:11:00
2023-01-06,142,2,2023-01-06 09:46:00
2023-01-06,144,5,2023-01-06 06:48:00
2023-01-06,144,0,2023-01-06 07:33:00
2023-01-06,144,3,2023-01-06 08:44:00
2023-01-06,146,0,2023-01-06 15:42:00
2023-01-06,150,0,2023-01-06 20:24:00
2023-01-06,155,5,2023-01-06 05:14:00
2023-01-06,156,4,2023-01-06 13:31:00
2023-01-06,158,4,2023-01-06 12:25:00
2023-01-06,159,2,2023-01-06 18:24:00
2023-01-06,162,5,2023-01-06 18:42:00
2023-01-06,167,2,2023-01-06 18:18:00
2023-01-06,170,5,2023-01-06 21:54:00
2023-01-06,172,1,2023-01-06 04:38:00
2023-01-06,180,1,2023-01-06 22:17:00
2023-01-06,182,2,2023-01-06 14:41:00
2023-01-06,190,1,2023-01-06 02:44:00
2023-01-06,193,3,2023-01-06 07:47:00
2023-01-06,195,3,2023-01-06 21:55:00
2023-01-06,196,1,2023-01-06 10:25:00
2023-01-07,5,2,2023-01-07 09:45:00
2023-01-07,11,5,2023-01-07 05:04:00
2023-01-07,19,3,2023-01-07 11:36:00
2023-01-07,26,0,2023-01-07 11:27:00
2023-01-07,29,5,2023-01-07 07:36:00
2023-01-07,36,5,2023-01-07 11:33:00
2023-01-07,39,4,2023-01-07 20:22:00
2023-01-07,44,1,2023-01-07 05:11:00
2023-01-07,53,3,2023-01-07 06:08:00
2023-01-07,55,1,2023-01-07 13:26:00
2023-01-07,61,1,2023-01-07 00:02:00
2023-01-07,66,4,2023-01-07 20:49:00
2023-01-07,67,1,2023-01-07 14:23:00
2023-01-07,78,2,2023-01-07 01:41:00
2023-01-07,83,3,2023-01-07 02:17:00
2023-01-07,88,3,2023-01-07 04:43:00
2023-01-07,91,2,2023-01-07 17:13:00
2023-01-07,96,4,2023-01-07 07:41:00
2023-01-07,101,0,2023-01-07 05:28:00
2023-01-07,105,4,2023-01-07 13:01:00
2023-01-07,106,3,2023-01-07 11:10:00
2023-01-07,107,1,2023-01-07 03:43:00
2023-01-07,108,0,2023-01-07 13:13:00
2023-01-07,112,1,2023-01-07 22:30:00
2023-01-07,112,2,2023-01-07 23:19:00
2023-01-07,112,2,2023-01-08 00:11:00
2023-01-07,115,2,2023-01-07 15:15:00
2023-01-07,119,0,2023-01-07 16:00:00
2023-01-07,126,1,2023-01-07 07:22:00
2023-01-07,126,1,2023-01-07 09:18:00
2023-01-07,130,2,2023-01-07 18:26:00
2023-01-07,131,1,2023-01-07 22:24:00
2023-01-07,138,3,2023-01-07 09:49:00
2023-01-07,139,0,2023-01-07 07:15:00
2023-01-07,140,1,2023-01-07 15:15:00
2023-01-07,144,0,2023-01-07 17:29:00
2023-01-07,145,5,2023-01-07 11:00:00
2023-01-07,147,3,2023-01-07 17:06:00
2023-01-07,150,2,2023-01-07 18:46:00
2023-01-07,151,0,2023-01-07 09:19:00
2023-01-07,158,2,2023-01-07 17:35:00
2023-01-07,162,0,2023-01-07 18:19:00
2023-01-07,172,4,2023-01-07 23:34:00
2023-01-07,174,0,2023-01-07 03:04:00
2023-01-07,176,0,2023-01-07 01:28:00
2023-01-07,178,0,2023-01-07 20:53:00
2023-01-07,179,5,2023-01-07 21:16:00
2023-01-07,181,3,2023-01-07 07:29:00
2023-01-07,181,3,2023-01-07 07:40:00
2023-01-07,181,8,2023-01-07 08:54:00
2023-01-07,190,4,2023-01-07 15:34:00
2023-01-07,191,3,2023-01-07 22:06:00
2023-01-07,193,4,2023-01-07 10:22:00
2023-01-07,195,1,2023-01-07 05:27:00
2023-01-08,5,3,2023-01-08 00:28:00
2023-01-08,7,0,2023-01-08 23:37:00
2023-01-08,8,4,2023-01-08 14:37:00
2023-01-08,14,3,2023-01-08 15:59:00
2023-01-08,17,4,2023-01-08 19:40:00
2023-01-08,24,0,2023-01-08 04:56:00
2023-01-08,24,-5,2023-01-08 06:43:00
2023-01-08,24,-4,2023-01-08 06:50:00
2023-01-08,33,2,2023-01-08 15:32:00
2023-01-08,40,5,2023-01-08 11:14:00
2023-01-08,43,3,2023-01-08 17:50:00
2023-01-08,44,3,2023-01-08 19:22:00
2023-01-08,47,4,2023-01-08 01:35:00
2023-01-08,47,-1,2023-01-08 03:01:00
2023-01-08,47,5,2023-01-08 03:11:00
2023-01-08,53,1,2023-01-08 04:14:00
2023-01-08,55,3,2023-01-08 22:49:00
2023-01-08,60,0,2023-01-08 23:02:00
2023-01-08,60,2,2023-01-09 00:15:00
2023-01-08,61,0,2023-01-08 22:59:00
2023-01-08,66,4,2023-01-08 07:10:00
2023-01-08,67,1,2023-01-08 00:23:00
2023-01-08,69,1,2023-01-08 16:53:00
2023-01-08,72,0,2023-01-08 14:58:00
2023-01-08,73,2,2023-01-08 09:36:00
2023-01-08,76,0,2023-01-08 03:06:00
2023-01-08,77,3,2023-01-08 20:11:00
2023-01-08,78,2,2023-01-08 20:17:00
2023-01-08,79,4,2023-01-08 22:58:00
2023-01-08,84,4,2023-01-08 09:04:00
2023-01-08,86,0,2023-01-08 07:12:00
2023-01-08,95,4,2023-01-08 09:46:00
2023-01-08,95,7,2023-01-08 11:43:00
2023-01-08,96,4,2023-01-08 13:41:00
2023-01-08,105,3,2023-01-08 21:32:00
2023-01-08,106,1,2023-01-08 18:30:00
2023-01-08,108,2,2023-01-08 03:34:00
2023-01-08,112,1,2023-01-08 16:03:00
2023-01-08,126,0,2023-01-08 03:13:00
2023-01-08,130,5,2023-01-08 23:17:00
2023-01-08,137,0,2023-01-08 00:10:00
2023-01-08,140,2,2023-01-08 06:25:00
2023-01-08,150,4,2023-01-08 11:52:00
2023-01-08,150,4,2023-01-08 11:55:00
2023-01-08,151,5,2023-01-08 02:20:00
2023-01-08,153,1,2023-01-08 13:11:00
2023-01-08,158,5,2023-01-08 11:00:00
2023-01-08,158,2,2023-01-08 11:26:00
2023-01-08,158,3,2023-01-08 12:00:00
2023-01-08,163,0,2023-01-08 04:47:00
2023-01-08,166,4,2023-01-08 19:33:00
2023-01-08,170,4,2023-01-08 07:58:00
2023-01-08,172,0,2023-01-08 16:23:00
2023-01-08,173,2,2023-01-08 01:33:00
2023-01-08,175,4,2023-01-08 18:41:00
2023-01-08,175,12,2023-01-08 18:41:00
2023-01-08,178,2,2023-01-08 23:25:00
2023-01-08,178,1,2023-01-09 00:48:00
2023-01-08,181,1,2023-01-08 15:04:00
2023-01-08,182,4,2023-01-08 14:56:00
2023-01-08,188,3,2023-01-08 02:19:00
2023-01-08,193,1,2023-01-08 14:45:00
2023-01-09,4,3,2023-01-09 16:24:00
2023-01-09,8,2,2023-01-09 17:56:00
2023-01-09,10,3,2023-01-09 22:36:00
2023-01-09,13,4,2023-01-09 00:00:00
2023-01-09,16,4,2023-01-09 22:49:00
2023-01-09,16,1,2023-01-10 00:18:00
2023-01-09,17,5,2023-01-09 07:57:00
2023-01-09,27,5,2023-01-09 23:51:00
2023-01-09,28,3,2023-01-09 22:40:00
2023-01-09,29,1,2023-01-09 02:19:00
2023-01-09,30,0,2023-01-09 04:06:00
2023-01-09,33,1,2023-01-09 10:08:00
2023-01-09,36,5,2023-01-09 09:43:00
2023-01-09,39,1,2023-01-09 22:56:00
2023-01-09,43,5,2023-01-09 11:50:00
2023-01-09,52,4,2023-01-09 00:33:00
2023-01-09,56,2,2023-01-09 21:36:00
2023-01-09,59,2,2023-01-09 21:44:00
2023-01-09,67,5,2023-01-09 17:56:00
2023-01-09,76,4,2023-01-09 06:28:00
2023-01-09,86,3,2023-01-09 15:25:00
2023-01-09,91,2,2023-01-09 22:50:00
2023-01-09,92,4,2023-01-09 11:17:00
2023-01-09,106,5,2023-01-09 09:38:00
2023-01-09,107,1,2023-01-09 10:50:00
2023-01-09,110,1,2023-01-09 12:37:00
2023-01-09,111,1,2023-01-09 15:16:00
2023-01-09,115,3,2023-01-09 03:00:00
2023-01-09,125,5,2023-01-09 14:45:00
2023-01-09,126,1,2023-01-09 16:09:00
2023-01-09,127,3,2023-01-09 16:08:00
2023-01-09,130,2,2023-01-09 00:31:00
2023-01-09,131,5,2023-01-09 01:50:00
2023-01-09,136,5,2023-01-09 20:10:00
2023-01-09,136,1,2023-01-09 20:39:00
2023-01-09,136,10,2023-01-09 21:45:00
2023-01-09,138,2,2023-01-09 10:17:00
2023-01-09,141,0,2023-01-09 07:41:00
2023-01-09,142,4,2023-01-09 09:08:00
2023-01-09,144,1,2023-01-09 13:18:00
2023-01-09,145,5,2023-01-09 11:16:00
2023-01-09,146,4,2023-01-09 19:22:00
2023-01-09,147,4,2023-01-09 02:12:00
2023-01-09,153,5,2023-01-09 15:09:00
2023-01-09,155,2,2023-01-09 07:32:00
2023-01-09,157,1,2023-01-09 07:48:00
2023-01-09,158,5,2023-01-09 18:38:00
2023-01-09,159,0,2023-01-09 20:56:00
2023-01-09,168,0,2023-01-09 02:57:00
2023-01-09,169,3,2023-01-09 18:14:00
2023-01-09,170,3,2023-01-09 04:30:00
2023-01-09,173,4,2023-01-09 18:52:00
2023-01-09,175,5,2023-01-09 09:11:00
2023-01-09,176,4,2023-01-09 22:01:00
2023-01-09,176,6,2023-01-09 22:21:00
2023-01-09,181,5,2023-01-09 17:25:00
2023-01-09,191,0,2023-01-09 15:58:00
2023-01-09,191,1,2023-01-09 16:29:00
2023-01-09,196,3,2023-01-09 16:38:00
2023-01-10,1,0,2023-01-10 17:14:00
2023-01-10,4,5,2023-01-10 13:57:00
2023-01-10,5,4,2023-01-10 12:06:00
2023-01-10,7,3,2023-01-10 08:15:00
2023-01-10,13,3,2023-01-10 04:55:00
2023-01-10,14,0,2023-01-10 11:04:00
2023-01-10,14,2,2023-01-10 11:24:00
2023-01-10,14,0,2023-01-10 12:29:00
2023-01-10,16,1,2023-01-10 02:51:00
2023-01-10,19,0,2023-01-10 13:08:00
2023-01-10,26,4,2023-01-10 15:13:00
2023-01-10,28,4,2023-01-10 09:16:00
2023-01-10,29,0,2023-01-10 19:00:00
2023-01-10,30,1,2023-01-10 04:49:00
2023-01-10,32,4,2023-01-10 08:02:00
