listing_id,order_id,placed_at,status
179,1000093,2023-01-01 10:41:21,cancelled
114,1000073,2023-01-01 10:44:46,pending
55,1000064,2023-01-01 10:51:08,completed
18,1000142,2023-01-01 11:00:34,cancelled
26,1000056,2023-01-01 11:02:54,cancelled
175,1000162,2023-01-01 11:17:52,pending
55,1000066,2023-01-01 11:19:37,cancelled
57,1000119,2023-01-01 11:21:28,refunded
55,1000067,2023-01-01 11:31:42,cancelled
158,1000153,2023-01-01 11:33:46,completed
62,1000098,2023-01-01 11:35:05,completed
117,1000158,2023-01-01 11:50:57,cancelled
114,1000074,2023-01-01 11:55:35,completed
138,1000174,2023-01-01 12:13:21,cancelled
169,1000139,2023-01-01 12:13:21,completed
135,1000100,2023-01-01 12:20:57,refunded
174,1000049,2023-01-01 12:38:58,completed
40,1000110,2023-01-01 13:02:45,refunded
80,1000082,2023-01-01 13:19:40,completed
26,1000055,2023-01-01 13:31:51,refunded
85,1000087,2023-01-01 13:39:32,completed
108,1000171,2023-01-01 14:28:39,pending
105,1000004,2023-01-01 14:41:23,refunded
79,1000030,2023-01-01 14:44:30,pending
169,1000141,2023-01-01 15:06:04,completed
21,1000124,2023-01-01 15:19:25,completed
88,1000085,2023-01-01 15:26:35,completed
117,1000157,2023-01-01 15:31:11,completed
56,1000014,2023-01-01 15:32:33,completed
79,1000031,2023-01-01 15:34:09,completed
192,1000167,2023-01-01 15:41:31,completed
83,1000132,2023-01-01 15:42:39,pending
114,1000072,2023-01-01 15:55:22,pending
16,1000026,2023-01-01 15:56:59,cancelled
1,1000144,2023-01-01 16:06:39,completed
63,1000112,2023-01-01 16:06:50,cancelled
101,1000047,2023-01-01 16:14:07,completed
139,1000070,2023-01-01 16:14:24,pending
56,1000013,2023-01-01 16:18:49,completed
139,1000071,2023-01-01 16:24:26,completed
80,1000080,2023-01-01 16:37:24,completed
67,1000128,2023-01-01 16:37:36,completed
88,1000084,2023-01-01 16:45:50,pending
139,1000069,2023-01-01 16:48:00,cancelled
158,1000150,2023-01-01 16:51:45,completed
40,1000107,2023-01-01 16:51:49,completed
157,1000008,2023-01-01 16:55:22,refunded
179,1000094,2023-01-01 16:57:09,completed
159,1000060,2023-01-01 17:01:10,cancelled
131,1000043,2023-01-01 17:01:56,completed
55,1000063,2023-01-01 17:03:20,refunded
174,1000050,2023-01-01 17:03:56,completed
5,1000019,2023-01-01 17:07:10,cancelled
102,1000039,2023-01-01 17:07:16,pending
62,1000099,2023-01-01 17:17:16,completed
80,1000083,2023-01-01 17:24:32,completed
63,1000113,2023-01-01 17:26:34,completed
105,1000002,2023-01-01 17:26:36,completed
114,1000076,2023-01-01 17:27:03,completed
55,1000065,2023-01-01 17:29:11,completed
79,1000032,2023-01-01 17:36:09,completed
101,1000046,2023-01-01 17:40:51,cancelled
91,1000001,2023-01-01 17:41:07,refunded
90,1000126,2023-01-01 17:42:04,completed
176,1000015,2023-01-01 17:44:32,refunded
138,1000173,2023-01-01 17:52:24,cancelled
101,1000048,2023-01-01 18:01:20,pending
138,1000175,2023-01-01 18:02:19,cancelled
80,1000079,2023-01-01 18:04:47,refunded
108,1000172,2023-01-01 18:05:59,cancelled
75,1000025,2023-01-01 18:09:20,refunded
158,1000151,2023-01-01 18:13:32,completed
151,1000161,2023-01-01 18:29:02,refunded
83,1000134,2023-01-01 18:31:27,completed
18,1000143,2023-01-01 18:33:47,pending
85,1000088,2023-01-01 18:43:27,cancelled
139,1000068,2023-01-01 18:46:14,completed
52,1000007,2023-01-01 18:47:22,refunded
66,1000137,2023-01-01 18:48:15,completed
60,1000120,2023-01-01 18:55:56,refunded
157,1000010,2023-01-01 19:02:56,completed
67,1000127,2023-01-01 19:03:28,completed
159,1000061,2023-01-01 19:04:35,pending
52,1000006,2023-01-01 19:09:46,completed
159,1000059,2023-01-01 19:19:13,completed
138,1000176,2023-01-01 19:22:06,cancelled
117,1000156,2023-01-01 19:43:47,cancelled
191,1000155,2023-01-01 19:45:00,completed
192,1000168,2023-01-01 19:46:30,cancelled
179,1000095,2023-01-01 19:55:34,completed
40,1000109,2023-01-01 20:01:11,completed
140,1000131,2023-01-01 20:02:15,completed
60,1000122,2023-01-01 20:09:06,completed
101,1000044,2023-01-01 20:09:09,pending
30,1000020,2023-01-01 20:09:18,completed
175,1000166,2023-01-01 20:12:31,completed
1,1000145,2023-01-01 20:14:47,refunded
60,1000121,2023-01-01 20:16:07,completed
79,1000036,2023-01-01 20:17:54,cancelled
179,1000092,2023-01-01 20:19:29,refunded
63,1000114,2023-01-01 20:21:50,completed
157,1000009,2023-01-01 20:25:26,completed
175,1000163,2023-01-01 20:27:51,completed
16,1000028,2023-01-01 20:28:21,completed
117,1000159,2023-01-01 20:35:23,completed
88,1000086,2023-01-01 20:37:52,pending
91,1000000,2023-01-01 20:39:33,refunded
176,1000016,2023-01-01 20:45:11,completed
21,1000123,2023-01-01 20:47:48,cancelled
140,1000130,2023-01-01 20:57:40,completed
1,1000147,2023-01-01 20:57:57,completed
1,1000146,2023-01-01 21:15:52,completed
177,1000077,2023-01-01 21:17:23,completed
158,1000152,2023-01-01 21:26:33,completed
179,1000096,2023-01-01 21:34:29,completed
158,1000149,2023-01-01 21:49:03,refunded
159,1000057,2023-01-01 21:50:45,refunded
191,1000154,2023-01-01 22:48:30,pending
105,1000005,2023-01-01 22:49:28,completed
140,1000129,2023-01-01 23:17:40,pending
57,1000117,2023-01-01 23:20:31,refunded
101,1000045,2023-01-01 23:57:01,cancelled
105,1000003,2023-01-01 23:58:05,cancelled
33,1000196,2023-01-02 00:45:42,cancelled
182,1000251,2023-01-02 02:05:35,completed
59,1000243,2023-01-02 03:37:21,pending
135,1000284,2023-01-02 03:49:30,completed
13,1000301,2023-01-02 05:16:54,completed
115,1000287,2023-01-02 06:29:41,refunded
147,1000187,2023-01-02 06:35:18,pending
26,1000234,2023-01-02 06:49:54,refunded
28,1000244,2023-01-02 07:07:34,completed
137,1000256,2023-01-02 07:22:22,pending
146,1000226,2023-01-02 09:13:28,pending
177,1000206,2023-01-02 09:15:31,refunded
86,1000204,2023-01-02 09:23:14,completed
45,1000273,2023-01-02 09:23:25,completed
190,1000238,2023-01-02 09:37:27,pending
79,1000230,2023-01-02 09:44:36,cancelled
156,1000281,2023-01-02 09:47:49,cancelled
28,1000248,2023-01-02 09:50:28,cancelled
192,1000194,2023-01-02 09:59:08,pending
5,1000182,2023-01-02 10:09:15,refunded
190,1000241,2023-01-02 10:21:17,completed
32,1000228,2023-01-02 10:33:50,cancelled
15,1000257,2023-01-02 10:43:39,completed
26,1000237,2023-01-02 11:04:12,refunded
193,1000179,2023-01-02 11:08:40,refunded
141,1000255,2023-01-02 11:10:35,refunded
45,1000272,2023-01-02 11:30:23,pending
198,1000262,2023-01-02 11:34:08,completed
193,1000180,2023-01-02 11:52:48,refunded
189,1000212,2023-01-02 12:18:40,completed
26,1000233,2023-01-02 13:12:23,refunded
135,1000283,2023-01-02 13:52:26,refunded
193,1000178,2023-01-02 14:02:16,completed
79,1000229,2023-01-02 14:19:39,cancelled
39,1000218,2023-01-02 15:05:40,refunded
126,1000207,2023-01-02 15:07:30,refunded
146,1000225,2023-01-02 15:15:47,completed
107,1000291,2023-01-02 15:21:53,completed
146,1000223,2023-01-02 15:22:47,completed
28,1000245,2023-01-02 15:24:34,cancelled
193,1000181,2023-01-02 15:26:00,completed
151,1000264,2023-01-02 15:28:32,completed
92,1000199,2023-01-02 15:31:33,refunded
33,1000197,2023-01-02 15:36:49,completed
15,1000258,2023-01-02 15:40:25,completed
126,1000211,2023-01-02 15:47:51,completed
28,1000247,2023-01-02 15:56:49,refunded
200,1000288,2023-01-02 16:00:10,completed
92,1000200,2023-01-02 16:05:30,refunded
107,1000290,2023-01-02 16:11:00,completed
15,1000259,2023-01-02 16:11:53,pending
83,1000305,2023-01-02 16:19:44,pending
45,1000275,2023-01-02 16:25:51,pending
35,1000267,2023-01-02 16:31:19,completed
136,1000193,2023-01-02 16:39:05,completed
190,1000239,2023-01-02 16:42:39,pending
88,1000202,2023-01-02 16:45:10,completed
156,1000279,2023-01-02 16:45:14,completed
5,1000186,2023-01-02 16:45:45,completed
115,1000286,2023-01-02 16:49:40,refunded
146,1000222,2023-01-02 17:02:47,pending
175,1000214,2023-01-02 17:09:40,completed
175,1000213,2023-01-02 17:09:45,completed
83,1000302,2023-01-02 17:20:27,cancelled
174,1000295,2023-01-02 17:24:06,completed
193,1000177,2023-01-02 17:25:57,refunded
86,1000205,2023-01-02 17:27:57,cancelled
175,1000216,2023-01-02 17:32:15,cancelled
121,1000269,2023-01-02 17:40:11,completed
59,1000242,2023-01-02 17:43:43,completed
92,1000201,2023-01-02 17:47:25,completed
156,1000280,2023-01-02 18:03:50,refunded
147,1000190,2023-01-02 18:05:00,completed
13,1000298,2023-01-02 18:11:25,completed
135,1000282,2023-01-02 18:13:50,refunded
136,1000191,2023-01-02 18:14:04,refunded
121,1000270,2023-01-02 18:16:42,cancelled
147,1000188,2023-01-02 18:27:14,completed
5,1000184,2023-01-02 18:32:59,refunded
182,1000252,2023-01-02 18:36:49,completed
33,1000198,2023-01-02 18:37:55,completed
147,1000189,2023-01-02 18:38:35,completed
32,1000227,2023-01-02 18:39:23,completed
26,1000236,2023-01-02 18:48:29,completed
126,1000209,2023-01-02 18:56:07,completed
30,1000253,2023-01-02 18:56:46,completed
45,1000274,2023-01-02 19:01:30,completed
5,1000185,2023-01-02 19:01:34,completed
35,1000266,2023-01-02 19:02:47,completed
156,1000278,2023-01-02 19:05:07,refunded
126,1000210,2023-01-02 19:09:50,completed
13,1000297,2023-01-02 19:11:47,cancelled
79,1000231,2023-01-02 19:13:51,cancelled
190,1000240,2023-01-02 19:20:10,completed
79,1000232,2023-01-02 19:26:36,cancelled
174,1000296,2023-01-02 19:28:31,completed
146,1000224,2023-01-02 19:32:22,completed
141,1000254,2023-01-02 19:34:15,completed
39,1000219,2023-01-02 19:36:12,completed
151,1000263,2023-01-02 19:43:39,completed
13,1000300,2023-01-02 19:48:54,completed
135,1000285,2023-01-02 19:49:17,cancelled
83,1000304,2023-01-02 19:54:16,cancelled
175,1000215,2023-01-02 19:55:13,completed
178,1000249,2023-01-02 19:55:31,completed
45,1000271,2023-01-02 19:58:25,cancelled
151,1000265,2023-01-02 20:08:02,refunded
63,1000277,2023-01-02 20:14:06,refunded
107,1000289,2023-01-02 20:14:41,cancelled
126,1000208,2023-01-02 20:19:09,completed
13,1000299,2023-01-02 20:22:03,completed
26,1000235,2023-01-02 20:25:07,completed
83,1000306,2023-01-02 20:27:29,completed
35,1000268,2023-01-02 20:35:45,completed
175,1000217,2023-01-02 20:41:02,completed
39,1000220,2023-01-02 20:42:27,cancelled
86,1000203,2023-01-02 20:46:05,cancelled
63,1000276,2023-01-02 20:50:28,refunded
107,1000293,2023-01-02 20:52:56,pending
15,1000260,2023-01-02 20:54:11,completed
28,1000246,2023-01-02 20:54:48,refunded
107,1000292,2023-01-02 20:58:29,cancelled
182,1000250,2023-01-02 21:19:30,completed
192,1000195,2023-01-02 21:19:55,refunded
136,1000192,2023-01-02 22:55:10,completed
83,1000303,2023-01-02 23:01:12,cancelled
5,1000183,2023-01-02 23:25:08,completed
39,1000221,2023-01-02 23:38:19,refunded
174,1000294,2023-01-02 23:44:24,pending
15,1000261,2023-01-02 23:56:06,completed
27,1000327,2023-01-03 00:59:59,refunded
140,1000386,2023-01-03 02:03:39,completed
156,1000311,2023-01-03 04:36:13,completed
119,1000418,2023-01-03 04:39:50,cancelled
188,1000422,2023-01-03 06:40:06,completed
174,1000398,2023-01-03 07:05:58,completed
174,1000402,2023-01-03 07:12:41,completed
40,1000413,2023-01-03 07:21:00,pending
54,1000430,2023-01-03 07:25:47,pending
79,1000334,2023-01-03 07:37:08,cancelled
156,1000310,2023-01-03 07:45:44,completed
80,1000408,2023-01-03 07:50:32,completed
96,1000341,2023-01-03 07:59:20,refunded
176,1000343,2023-01-03 08:03:42,completed
119,1000419,2023-01-03 08:05:04,completed
195,1000433,2023-01-03 08:23:37,completed
54,1000431,2023-01-03 08:29:45,completed
79,1000337,2023-01-03 09:04:03,completed
172,1000438,2023-01-03 09:06:05,pending
188,1000423,2023-01-03 09:09:54,completed
174,1000404,2023-01-03 09:14:12,refunded
125,1000396,2023-01-03 09:31:42,completed
67,1000354,2023-01-03 09:32:39,pending
79,1000336,2023-01-03 09:32:53,completed
90,1000367,2023-01-03 09:35:25,pending
133,1000357,2023-01-03 09:44:02,refunded
90,1000368,2023-01-03 09:49:15,completed
140,1000387,2023-01-03 09:53:55,pending
174,1000407,2023-01-03 09:54:12,completed
158,1000307,2023-01-03 09:59:33,pending
119,1000417,2023-01-03 10:00:55,cancelled
1,1000365,2023-01-03 10:20:04,refunded
40,1000411,2023-01-03 10:25:57,completed
27,1000328,2023-01-03 10:31:23,pending
90,1000370,2023-01-03 10:31:37,completed
166,1000318,2023-01-03 11:06:47,cancelled
153,1000361,2023-01-03 11:08:04,completed
125,1000391,2023-01-03 11:11:48,refunded
67,1000353,2023-01-03 11:12:24,completed
130,1000322,2023-01-03 11:17:06,completed
174,1000403,2023-01-03 11:22:45,cancelled
66,1000348,2023-01-03 11:37:36,refunded
189,1000333,2023-01-03 11:56:59,pending
92,1000380,2023-01-03 11:57:49,completed
188,1000421,2023-01-03 12:04:51,completed
13,1000427,2023-01-03 13:18:57,completed
66,1000347,2023-01-03 13:19:25,completed
18,1000339,2023-01-03 13:59:07,cancelled
156,1000313,2023-01-03 14:20:39,completed
130,1000323,2023-01-03 15:04:27,completed
153,1000360,2023-01-03 15:05:02,completed
195,1000435,2023-01-03 15:11:45,completed
4,1000381,2023-01-03 15:14:32,completed
125,1000394,2023-01-03 15:15:05,completed
80,1000409,2023-01-03 15:17:48,cancelled
125,1000393,2023-01-03 15:19:35,cancelled
96,1000340,2023-01-03 15:23:29,completed
66,1000350,2023-01-03 15:26:58,cancelled
119,1000415,2023-01-03 15:33:14,completed
172,1000437,2023-01-03 15:33:52,pending
125,1000392,2023-01-03 15:40:56,pending
125,1000389,2023-01-03 15:45:19,completed
43,1000424,2023-01-03 15:50:15,completed
150,1000384,2023-01-03 16:08:18,completed
146,1000358,2023-01-03 16:17:01,refunded
140,1000388,2023-01-03 16:17:02,completed
172,1000436,2023-01-03 16:22:50,completed
88,1000315,2023-01-03 16:23:01,completed
172,1000439,2023-01-03 16:28:01,cancelled
92,1000378,2023-01-03 16:33:22,cancelled
125,1000397,2023-01-03 16:35:31,completed
16,1000330,2023-01-03 16:39:43,completed
67,1000355,2023-01-03 16:42:40,completed
156,1000314,2023-01-03 16:53:15,pending
150,1000382,2023-01-03 16:55:32,cancelled
195,1000432,2023-01-03 16:58:01,completed
111,1000429,2023-01-03 17:03:21,pending
13,1000426,2023-01-03 17:04:33,completed
130,1000319,2023-01-03 17:06:09,completed
27,1000325,2023-01-03 17:11:50,completed
153,1000362,2023-01-03 17:30:18,completed
167,1000356,2023-01-03 17:30:28,completed
43,1000425,2023-01-03 17:38:11,completed
150,1000385,2023-01-03 17:39:46,refunded
125,1000390,2023-01-03 17:46:47,completed
1,1000364,2023-01-03 17:57:34,pending
100,1000344,2023-01-03 18:01:15,completed
119,1000416,2023-01-03 18:03:09,completed
130,1000321,2023-01-03 18:06:31,completed
67,1000351,2023-01-03 18:06:44,pending
92,1000379,2023-01-03 18:21:38,completed
174,1000399,2023-01-03 18:21:46,pending
166,1000317,2023-01-03 18:22:49,completed
13,1000428,2023-01-03 18:27:27,completed
90,1000369,2023-01-03 18:50:39,completed
66,1000349,2023-01-03 18:55:38,completed
158,1000309,2023-01-03 19:01:13,pending
88,1000316,2023-01-03 19:05:43,cancelled
100,1000346,2023-01-03 19:10:52,refunded
96,1000342,2023-01-03 19:15:12,completed
174,1000405,2023-01-03 19:19:36,refunded
100,1000345,2023-01-03 19:23:52,completed
67,1000352,2023-01-03 19:27:20,refunded
125,1000395,2023-01-03 19:39:00,completed
146,1000359,2023-01-03 19:44:36,completed
156,1000312,2023-01-03 19:46:52,cancelled
195,1000434,2023-01-03 19:48:50,cancelled
90,1000366,2023-01-03 19:52:15,completed
79,1000338,2023-01-03 19:56:05,completed
27,1000329,2023-01-03 19:59:31,refunded
27,1000326,2023-01-03 20:03:47,completed
130,1000320,2023-01-03 20:10:54,completed
101,1000371,2023-01-03 20:13:32,completed
44,1000374,2023-01-03 20:16:17,cancelled
158,1000308,2023-01-03 20:16:39,completed
40,1000414,2023-01-03 20:19:35,pending
79,1000335,2023-01-03 20:29:00,refunded
80,1000410,2023-01-03 20:31:07,pending
174,1000401,2023-01-03 20:40:13,completed
101,1000373,2023-01-03 20:41:21,completed
1,1000363,2023-01-03 20:42:37,cancelled
150,1000383,2023-01-03 20:45:38,refunded
44,1000375,2023-01-03 20:46:56,cancelled
174,1000400,2023-01-03 20:53:44,refunded
174,1000406,2023-01-03 20:59:23,completed
188,1000420,2023-01-03 21:24:41,cancelled
189,1000332,2023-01-03 21:59:15,refunded
44,1000377,2023-01-03 22:23:44,completed
101,1000372,2023-01-03 22:25:00,completed
40,1000412,2023-01-03 22:39:16,pending
76,1000324,2023-01-03 23:18:32,completed
44,1000376,2023-01-03 23:18:43,completed
16,1000331,2023-01-03 23:33:55,completed
75,1000458,2023-01-04 00:39:33,completed
96,1000471,2023-01-04 01:47:18,completed
189,1000557,2023-01-04 04:25:35,completed
181,1000470,2023-01-04 06:19:00,pending
140,1000548,2023-01-04 06:58:44,completed
196,1000528,2023-01-04 07:05:55,cancelled
141,1000517,2023-01-04 07:24:42,completed
43,1000454,2023-01-04 07:55:47,completed
159,1000529,2023-01-04 08:03:19,completed
94,1000464,2023-01-04 08:12:39,pending
200,1000566,2023-01-04 09:04:06,cancelled
126,1000448,2023-01-04 09:06:15,completed
196,1000527,2023-01-04 09:19:33,completed
75,1000460,2023-01-04 09:30:09,completed
13,1000521,2023-01-04 09:34:05,completed
125,1000564,2023-01-04 09:39:40,completed
42,1000543,2023-01-04 09:44:29,pending
1,1000446,2023-01-04 09:54:07,refunded
198,1000554,2023-01-04 10:16:47,completed
157,1000512,2023-01-04 10:18:14,completed
76,1000513,2023-01-04 10:19:40,completed
189,1000558,2023-01-04 10:25:11,completed
200,1000567,2023-01-04 10:30:33,completed
101,1000495,2023-01-04 10:42:48,pending
198,1000552,2023-01-04 10:47:14,completed
13,1000519,2023-01-04 11:02:03,pending
157,1000508,2023-01-04 11:04:56,completed
130,1000450,2023-01-04 11:05:18,completed
141,1000516,2023-01-04 11:21:32,pending
34,1000474,2023-01-04 11:24:15,refunded
101,1000498,2023-01-04 11:25:09,completed
33,1000482,2023-01-04 11:28:19,pending
174,1000506,2023-01-04 11:29:59,pending
39,1000524,2023-01-04 11:37:57,completed
200,1000570,2023-01-04 11:42:51,pending
91,1000539,2023-01-04 11:46:06,completed
91,1000538,2023-01-04 12:22:22,completed
125,1000565,2023-01-04 12:28:53,completed
101,1000499,2023-01-04 12:28:56,cancelled
39,1000522,2023-01-04 12:37:42,cancelled
55,1000494,2023-01-04 13:02:38,cancelled
146,1000489,2023-01-04 13:16:02,refunded
18,1000500,2023-01-04 13:18:55,refunded
13,1000520,2023-01-04 13:58:26,refunded
42,1000541,2023-01-04 14:09:11,refunded
90,1000534,2023-01-04 14:12:54,completed
18,1000502,2023-01-04 14:13:50,completed
13,1000518,2023-01-04 14:46:38,cancelled
75,1000462,2023-01-04 15:00:06,completed
55,1000492,2023-01-04 15:02:57,completed
198,1000555,2023-01-04 15:09:02,cancelled
75,1000461,2023-01-04 15:10:27,completed
151,1000455,2023-01-04 15:12:23,completed
90,1000532,2023-01-04 15:14:04,cancelled
17,1000546,2023-01-04 15:17:47,cancelled
55,1000493,2023-01-04 15:19:49,completed
169,1000561,2023-01-04 15:22:26,completed
27,1000442,2023-01-04 15:27:32,completed
1,1000444,2023-01-04 15:27:58,completed
125,1000563,2023-01-04 15:31:43,pending
94,1000463,2023-01-04 15:34:33,completed
94,1000465,2023-01-04 15:44:28,refunded
92,1000550,2023-01-04 15:45:00,completed
146,1000486,2023-01-04 15:46:24,completed
157,1000509,2023-01-04 15:48:59,completed
34,1000475,2023-01-04 15:49:27,completed
169,1000562,2023-01-04 15:49:38,cancelled
56,1000478,2023-01-04 15:51:47,completed
45,1000440,2023-01-04 15:52:47,completed
39,1000523,2023-01-04 16:00:12,pending
91,1000537,2023-01-04 16:07:42,pending
176,1000449,2023-01-04 16:11:47,completed
52,1000485,2023-01-04 16:17:08,completed
1,1000445,2023-01-04 16:20:06,completed
181,1000469,2023-01-04 16:26:01,completed
189,1000556,2023-01-04 16:27:24,pending
200,1000569,2023-01-04 16:29:30,completed
43,1000452,2023-01-04 16:49:37,completed
141,1000515,2023-01-04 16:51:58,pending
1,1000443,2023-01-04 17:03:35,completed
94,1000466,2023-01-04 17:06:13,completed
42,1000544,2023-01-04 17:06:42,pending
174,1000504,2023-01-04 17:10:50,refunded
159,1000530,2023-01-04 17:11:20,refunded
56,1000479,2023-01-04 17:16:04,completed
101,1000497,2023-01-04 17:18:15,completed
96,1000472,2023-01-04 17:18:23,completed
21,1000572,2023-01-04 17:20:12,completed
146,1000490,2023-01-04 17:20:13,completed
18,1000501,2023-01-04 17:23:49,completed
56,1000476,2023-01-04 17:44:30,pending
146,1000488,2023-01-04 17:53:43,refunded
94,1000467,2023-01-04 17:59:44,refunded
18,1000503,2023-01-04 18:03:29,completed
198,1000551,2023-01-04 18:05:28,pending
90,1000533,2023-01-04 18:06:27,completed
17,1000547,2023-01-04 18:07:37,completed
1,1000447,2023-01-04 18:10:45,cancelled
174,1000505,2023-01-04 18:13:14,completed
200,1000568,2023-01-04 18:16:13,completed
144,1000456,2023-01-04 18:16:18,completed
96,1000473,2023-01-04 18:24:50,refunded
75,1000459,2023-01-04 18:26:42,refunded
42,1000542,2023-01-04 18:29:04,completed
189,1000560,2023-01-04 18:33:33,cancelled
198,1000553,2023-01-04 18:41:59,refunded
55,1000491,2023-01-04 18:49:54,completed
21,1000571,2023-01-04 18:52:32,completed
91,1000536,2023-01-04 18:58:53,completed
39,1000525,2023-01-04 19:02:01,completed
6,1000484,2023-01-04 19:03:43,refunded
59,1000514,2023-01-04 19:06:10,completed
101,1000496,2023-01-04 19:26:24,completed
130,1000451,2023-01-04 19:31:19,cancelled
90,1000535,2023-01-04 19:39:11,completed
45,1000441,2023-01-04 19:52:12,completed
91,1000540,2023-01-04 19:54:42,completed
33,1000480,2023-01-04 20:10:20,cancelled
157,1000511,2023-01-04 20:11:11,completed
6,1000483,2023-01-04 20:17:52,completed
32,1000545,2023-01-04 20:18:22,completed
157,1000510,2023-01-04 20:19:43,completed
189,1000559,2023-01-04 20:25:09,completed
140,1000549,2023-01-04 20:30:26,refunded
33,1000481,2023-01-04 20:46:19,completed
181,1000468,2023-01-04 20:54:41,completed
43,1000453,2023-01-04 20:55:56,completed
112,1000457,2023-01-04 21:13:07,refunded
56,1000477,2023-01-04 21:48:17,completed
146,1000487,2023-01-04 22:12:08,completed
26,1000531,2023-01-04 22:24:53,completed
196,1000526,2023-01-04 22:26:19,pending
68,1000507,2023-01-04 23:10:12,completed
166,1000655,2023-01-05 00:46:49,completed
33,1000602,2023-01-05 01:08:20,cancelled
65,1000647,2023-01-05 02:00:28,completed
175,1000630,2023-01-05 03:25:51,cancelled
144,1000682,2023-01-05 05:13:10,pending
5,1000732,2023-01-05 06:32:14,refunded
44,1000583,2023-01-05 06:49:29,refunded
11,1000637,2023-01-05 06:59:52,completed
126,1000694,2023-01-05 07:07:31,completed
139,1000662,2023-01-05 07:15:15,completed
126,1000695,2023-01-05 07:18:46,completed
147,1000722,2023-01-05 07:28:20,completed
32,1000597,2023-01-05 08:02:32,pending
189,1000726,2023-01-05 08:44:20,completed
176,1000636,2023-01-05 08:45:24,pending
63,1000592,2023-01-05 08:51:04,cancelled
33,1000599,2023-01-05 08:59:13,completed
17,1000660,2023-01-05 09:21:17,cancelled
172,1000665,2023-01-05 09:37:03,completed
196,1000579,2023-01-05 09:37:54,completed
126,1000698,2023-01-05 09:49:03,cancelled
195,1000705,2023-01-05 09:50:17,completed
17,1000659,2023-01-05 09:52:40,refunded
153,1000639,2023-01-05 09:59:13,refunded
101,1000624,2023-01-05 10:12:07,cancelled
173,1000612,2023-01-05 10:25:45,completed
158,1000713,2023-01-05 10:25:55,cancelled
176,1000635,2023-01-05 10:38:49,completed
144,1000683,2023-01-05 10:41:45,pending
44,1000582,2023-01-05 10:42:39,completed
182,1000734,2023-01-05 10:45:57,completed
157,1000671,2023-01-05 10:46:42,pending
63,1000593,2023-01-05 10:50:56,completed
147,1000724,2023-01-05 11:02:56,completed
32,1000596,2023-01-05 11:11:30,pending
106,1000658,2023-01-05 11:14:17,completed
43,1000677,2023-01-05 11:18:51,pending
65,1000646,2023-01-05 11:29:42,refunded
65,1000648,2023-01-05 11:48:32,cancelled
44,1000586,2023-01-05 11:52:31,refunded
121,1000728,2023-01-05 11:54:44,refunded
101,1000626,2023-01-05 11:57:47,completed
173,1000610,2023-01-05 11:58:08,refunded
174,1000691,2023-01-05 12:00:18,cancelled
196,1000581,2023-01-05 12:21:06,pending
178,1000604,2023-01-05 12:51:47,completed
190,1000633,2023-01-05 12:56:27,completed
172,1000664,2023-01-05 13:49:15,pending
5,1000731,2023-01-05 14:19:54,completed
