date,listing_id,cnt_ratings,avg_rating
2023-01-05,145,4,4.5
2023-01-05,151,1,4.0
2023-01-05,157,2,4.0
2023-01-05,159,3,5.0
2023-01-05,167,2,3.0
2023-01-05,168,4,4.5
2023-01-05,183,2,3.5
2023-01-05,197,7,3.71
2023-01-05,200,4,3.5
2023-01-06,2,5,4.4
2023-01-06,3,2,4.5
2023-01-06,6,2,5.0
2023-01-06,8,5,4.2
2023-01-06,10,1,5.0
2023-01-06,11,4,4.0
2023-01-06,13,4,4.5
2023-01-06,16,2,4.0
2023-01-06,25,4,4.75
2023-01-06,28,4,4.25
2023-01-06,35,2,3.5
2023-01-06,45,1,5.0
2023-01-06,48,3,4.0
2023-01-06,52,2,4.5
2023-01-06,58,3,4.0
2023-01-06,59,2,5.0
2023-01-06,62,5,4.6
2023-01-06,65,3,4.67
2023-01-06,66,2,4.5
2023-01-06,68,5,3.4
2023-01-06,75,2,4.5
2023-01-06,76,4,3.75
2023-01-06,79,2,3.5
2023-01-06,87,4,4.5
2023-01-06,101,2,2.5
2023-01-06,109,4,4.25
2023-01-06,132,3,4.33
2023-01-06,135,4,4.25
2023-01-06,139,3,5.0
2023-01-06,142,5,4.4
2023-01-06,145,5,4.6
2023-01-06,155,6,4.0
2023-01-06,160,4,4.0
2023-01-06,161,3,4.33
2023-01-06,167,3,3.67
2023-01-06,172,2,4.5
2023-01-06,174,4,3.5
2023-01-06,183,3,3.67
2023-01-06,183,1,4.0
2023-01-06,186,3,5.0
2023-01-06,189,2,5.0
2023-01-06,191,2,5.0
2023-01-06,197,8,3.62
2023-01-06,199,2,3.5
2023-01-06,199,1,5.0
2023-01-06,200,6,3.67
2023-01-07,2,8,4.12
2023-01-07,6,3,5.0
2023-01-07,8,7,4.14
2023-01-07,9,1,5.0
2023-01-07,11,5,4.2
2023-01-07,13,5,4.6
2023-01-07,14,3,3.67
2023-01-07,17,4,4.0
2023-01-07,28,5,4.4
2023-01-07,35,3,3.33
2023-01-07,37,3,4.67
2023-01-07,43,1,4.0
2023-01-07,44,7,4.0
2023-01-07,47,3,4.33
2023-01-07,48,7,4.14
2023-01-07,48,5,4.2
2023-01-07,59,2,3.5
2023-01-07,62,6,4.67
2023-01-07,64,3,3.67
2023-01-07,122,3,4.33
2023-01-07,124,3,4.33
2023-01-07,129,3,4.0
2023-01-07,131,2,5.0
2023-01-07,135,6,4.33
2023-01-07,136,3,4.0
2023-01-07,139,4,5.0
2023-01-07,140,3,4.67
2023-01-07,149,2,4.0
2023-01-07,159,4,4.5
2023-01-07,160,5,4.2
2023-01-07,167,4,4.0
2023-01-07,168,5,4.4
2023-01-07,169,1,3.0
2023-01-07,170,2,4.5
2023-01-07,173,6,3.67
2023-01-07,178,2,4.0
2023-01-07,181,3,4.33
2023-01-07,183,2,4.0
2023-01-07,197,9,3.67
2023-01-07,198,2,4.0
2023-01-08,2,9,4.11
2023-01-08,3,3,4.0
2023-01-08,6,6,4.33
2023-01-08,9,2,4.5
2023-01-08,12,6,3.83
2023-01-08,14,4,4.0
2023-01-08,17,5,4.0
2023-01-08,28,7,4.43
2023-01-08,33,2,5.0
2023-01-08,33,3,3.67
2023-01-08,35,4,2.75
2023-01-08,37,4,4.25
2023-01-08,41,9,3.67
2023-01-08,46,4,4.5
2023-01-08,47,4,4.0
2023-01-08,49,1,5.0
2023-01-08,52,4,4.75
2023-01-08,53,2,4.0
2023-01-08,62,7,4.71
2023-01-08,65,4,4.75
2023-01-08,66,3,4.67
2023-01-08,77,6,3.83
2023-01-08,79,3,4.0
2023-01-08,82,1,5.0
2023-01-08,84,2,4.5
2023-01-08,87,5,4.6
2023-01-08,89,2,3.5
2023-01-08,96,5,4.6
2023-01-08,109,5,4.4
2023-01-08,117,3,4.67
2023-01-08,136,4,4.25
2023-01-08,142,7,4.57
2023-01-08,145,6,4.67
2023-01-08,159,5,4.4
2023-01-08,168,6,4.5
2023-01-08,177,4,4.5
2023-01-08,187,1,5.0
2023-01-08,188,1,5.0
2023-01-08,195,2,3.5
2023-01-09,8,8,4.0
2023-01-09,11,6,4.17
2023-01-09,13,7,4.57
2023-01-09,14,6,3.83
2023-01-09,15,4,4.75
2023-01-09,16,3,4.33
2023-01-09,25,5,4.8
2023-01-09,53,3,3.67
2023-01-09,59,3,3.67
2023-01-09,64,4,3.75
2023-01-09,66,4,4.75
2023-01-09,75,3,4.67
2023-01-09,77,9,4.11
2023-01-09,79,4,3.75
2023-01-09,87,6,4.67
2023-01-09,89,3,3.33
2023-01-09,97,4,3.75
2023-01-09,100,3,3.33
2023-01-09,104,3,4.33
2023-01-09,114,3,4.0
2023-01-09,114,1,4.0
2023-01-09,132,4,4.5
2023-01-09,140,4,4.75
2023-01-09,145,8,4.75
2023-01-09,151,2,4.5
2023-01-09,155,7,4.0
2023-01-09,157,3,3.33
2023-01-09,159,6,4.5
2023-01-09,161,5,3.8
2023-01-09,168,8,4.5
2023-01-09,172,3,4.33
2023-01-09,177,6,4.5
2023-01-09,183,5,4.2
2023-01-10,2,10,4.2
2023-01-10,3,4,4.0
2023-01-10,6,3,3.67
2023-01-10,9,3,4.67
2023-01-10,13,8,4.62
2023-01-10,16,4,4.5
2023-01-10,28,8,4.38
2023-01-10,33,4,4.0
2023-01-10,35,5,3.2
2023-01-10,36,4,3.25
2023-01-10,45,3,4.33
2023-01-10,52,5,4.8
2023-01-10,59,4,3.75
2023-01-10,64,5,4.0
2023-01-10,65,5,4.8
2023-01-10,71,6,4.67
2023-01-10,76,5,3.4
2023-01-10,79,5,3.8
2023-01-10,81,2,4.5
2023-01-10,83,2,2.0
2023-01-10,87,7,4.57
2023-01-10,114,4,4.0
2023-01-10,117,4,4.5
2023-01-10,124,4,4.25
2023-01-10,131,3,4.33
2023-01-10,132,5,4.4
2023-01-10,135,8,4.12
2023-01-10,138,3,4.33
2023-01-10,142,8,4.62
2023-01-10,149,3,4.0
2023-01-10,155,9,3.89
2023-01-10,159,8,4.5
2023-01-10,160,6,3.83
2023-01-10,161,6,3.83
2023-01-10,167,5,4.2
2023-01-10,169,2,3.5
2023-01-10,178,4,4.0
2023-01-10,181,4,4.25
2023-01-10,187,2,4.5
2023-01-10,188,2,4.5
2023-01-10,189,3,5.0
2023-01-10,197,10,3.7
2023-01-10,198,3,4.0
2023-01-10,199,2,4.0
2023-01-11,2,11,4.09
2023-01-11,6,4,4.0
2023-01-11,12,10,4.3
2023-01-11,13,9,4.56
2023-01-11,17,6,3.83
2023-01-11,28,10,4.5
2023-01-11,33,3,5.0
2023-01-11,33,5,4.0
2023-01-11,41,10,3.7
2023-01-11,48,4,4.5
2023-01-11,49,2,4.5
2023-01-11,51,2,4.0
2023-01-11,58,4,3.25
2023-01-11,59,5,4.0
2023-01-11,64,6,4.17
2023-01-11,65,6,4.67
2023-01-11,66,5,4.4
2023-01-11,68,4,4.25
2023-01-11,68,6,3.5
2023-01-11,75,5,4.8
2023-01-11,76,7,3.71
2023-01-11,79,7,3.43
2023-01-11,84,4,4.0
2023-01-11,94,9,3.67
2023-01-11,97,5,4.0
2023-01-11,114,4,4.0
2023-01-11,129,4,3.5
2023-01-11,131,4,4.5
2023-01-11,132,6,4.17
2023-01-11,134,2,5.0
2023-01-11,135,9,3.89
2023-01-11,138,2,4.0
2023-01-11,139,5,4.8
2023-01-11,145,9,4.78
2023-01-11,157,4,3.5
2023-01-11,160,7,4.0
2023-01-11,161,7,3.86
2023-01-11,163,2,4.0
2023-01-11,167,8,4.12
2023-01-11,174,6,3.33
2023-01-11,177,8,4.62
2023-01-11,179,2,4.5
2023-01-11,181,5,4.4
2023-01-11,183,6,4.17
2023-01-11,186,4,4.75
2023-01-11,188,4,3.75
2023-01-11,190,1,3.0
2023-01-11,194,1,4.0
2023-01-11,199,4,4.0
2023-01-11,200,7,3.71
2023-01-12,2,12,4.0
2023-01-12,3,5,3.8
2023-01-12,10,2,4.0
2023-01-12,25,7,4.57
2023-01-12,28,12,4.58
2023-01-12,33,7,4.29
2023-01-12,37,5,4.4
2023-01-12,41,11,3.73
2023-01-12,45,4,4.5
2023-01-12,46,5,4.4
2023-01-12,47,6,4.0
2023-01-12,52,6,4.5
2023-01-12,59,6,4.0
2023-01-12,62,8,4.75
2023-01-12,65,7,4.43
2023-01-12,66,6,4.17
2023-01-12,78,1,3.0
2023-01-12,83,3,1.67
2023-01-12,93,1,3.0
2023-01-12,100,4,3.5
2023-01-12,104,4,3.75
2023-01-12,117,6,4.5
2023-01-12,130,3,4.0
2023-01-12,131,7,4.71
2023-01-12,136,5,4.2
2023-01-12,138,4,4.25
2023-01-12,139,6,4.33
2023-01-12,140,5,4.4
2023-01-12,145,10,4.8
2023-01-12,151,4,4.75
2023-01-12,160,8,4.12
2023-01-12,167,9,4.22
2023-01-12,172,4,4.5
2023-01-12,178,5,4.0
2023-01-12,181,6,4.33
2023-01-12,182,1,5.0
2023-01-12,191,3,4.67
2023-01-13,2,13,3.92
2023-01-13,6,8,4.38
2023-01-13,11,8,4.12
2023-01-13,13,12,4.42
2023-01-13,25,8,4.62
2023-01-13,41,12,3.75
2023-01-13,46,6,4.5
2023-01-13,48,6,4.33
2023-01-13,49,5,4.4
2023-01-13,53,5,4.0
2023-01-13,59,7,4.0
2023-01-13,59,3,5.0
2023-01-13,62,9,4.33
2023-01-13,64,7,4.14
2023-01-13,71,7,4.29
2023-01-13,75,6,4.67
2023-01-13,97,6,4.0
2023-01-13,100,5,3.6
2023-01-13,109,6,4.17
2023-01-13,110,3,4.33
2023-01-13,114,5,3.6
2023-01-13,130,4,4.25
2023-01-13,136,6,4.33
2023-01-13,142,9,4.67
2023-01-13,155,11,3.91
2023-01-13,159,9,4.44
2023-01-13,160,9,4.22
2023-01-13,172,5,4.2
2023-01-13,173,7,3.57
2023-01-13,177,9,4.67
2023-01-13,178,6,4.17
2023-01-13,179,3,4.67
2023-01-13,181,7,4.29
2023-01-13,186,5,4.8
2023-01-13,199,5,4.2
2023-01-14,3,6,3.83
2023-01-14,6,9,4.33
2023-01-14,11,10,4.1
2023-01-14,12,11,4.18
2023-01-14,28,13,4.46
2023-01-14,33,4,5.0
2023-01-14,33,8,4.38
2023-01-14,41,14,3.5
2023-01-14,44,8,3.88
2023-01-14,45,5,4.6
2023-01-14,46,7,4.43
2023-01-14,47,7,4.0
2023-01-14,48,10,4.3
2023-01-14,48,5,4.6
2023-01-14,53,6,4.17
2023-01-14,66,8,4.25
2023-01-14,75,7,4.29
2023-01-14,77,10,4.0
2023-01-14,81,3,4.0
2023-01-14,87,8,4.62
2023-01-14,97,7,4.14
2023-01-14,101,3,3.33
2023-01-14,104,6,4.17
2023-01-14,110,4,4.25
2023-01-14,117,7,4.29
2023-01-14,124,6,4.17
2023-01-14,129,7,3.71
2023-01-14,131,8,4.62
2023-01-14,132,7,4.0
2023-01-14,134,3,4.67
2023-01-14,145,13,4.54
2023-01-14,151,5,4.8
2023-01-14,155,12,3.92
2023-01-14,159,10,4.4
2023-01-14,169,3,4.0
2023-01-14,172,6,4.33
2023-01-14,174,7,3.57
2023-01-14,177,11,4.55
2023-01-14,179,4,4.25
2023-01-14,180,1,5.0
2023-01-14,181,8,4.25
2023-01-14,186,8,4.88
2023-01-14,189,3,3.67
2023-01-14,199,6,4.33
2023-01-15,8,9,4.11
2023-01-15,12,14,4.14
2023-01-15,13,13,4.38
2023-01-15,25,9,4.44
2023-01-15,28,14,4.5
2023-01-15,33,6,4.83
2023-01-15,36,5,3.6
2023-01-15,37,6,4.0
2023-01-15,41,16,3.5
2023-01-15,45,6,4.67
2023-01-15,47,8,4.0
2023-01-15,58,6,3.83
2023-01-15,59,4,4.5
2023-01-15,64,8,4.25
2023-01-15,65,9,4.11
2023-01-15,75,8,4.12
2023-01-15,76,8,3.88
2023-01-15,82,2,4.5
2023-01-15,83,4,2.5
2023-01-15,87,9,4.67
2023-01-15,97,8,4.12
2023-01-15,100,6,3.67
2023-01-15,114,6,3.83
2023-01-15,117,8,4.38
2023-01-15,122,5,4.2
2023-01-15,129,9,3.89
2023-01-15,130,5,4.4
2023-01-15,131,9,4.56
2023-01-15,132,8,4.0
2023-01-15,138,5,4.4
2023-01-15,139,7,4.14
2023-01-15,149,4,4.0
2023-01-15,151,6,4.83
2023-01-15,155,13,4.0
2023-01-15,163,3,4.0
2023-01-15,167,10,4.2
2023-01-15,172,7,4.14
2023-01-15,173,8,3.75
2023-01-15,174,8,3.62
2023-01-15,178,7,3.86
2023-01-15,183,7,4.14
2023-01-15,186,9,4.89
2023-01-15,188,5,3.8
2023-01-15,189,4,4.0
2023-01-16,6,10,4.4
2023-01-16,8,10,4.2
2023-01-16,12,15,4.2
2023-01-16,17,8,4.12
2023-01-16,25,10,4.4
2023-01-16,33,9,4.22
2023-01-16,44,9,3.78
2023-01-16,59,5,4.0
2023-01-16,65,10,4.2
2023-01-16,66,9,4.0
2023-01-16,72,2,4.5
2023-01-16,79,8,3.5
2023-01-16,89,4,3.75
2023-01-16,96,6,4.67
2023-01-16,101,4,3.75
2023-01-16,117,9,4.44
2023-01-16,129,10,4.0
2023-01-16,131,12,4.5
2023-01-16,132,9,4.0
2023-01-16,134,4,4.25
2023-01-16,138,7,4.43
2023-01-16,139,8,4.12
2023-01-16,142,11,4.36
2023-01-16,145,15,4.47
2023-01-16,155,14,4.0
2023-01-16,157,5,3.6
2023-01-16,162,1,5.0
2023-01-16,167,11,4.18
2023-01-16,172,9,4.11
2023-01-16,183,8,4.25
2023-01-16,188,6,3.83
2023-01-16,194,2,4.5
2023-01-16,197,11,3.82
2023-01-17,3,7,3.86
2023-01-17,6,12,4.08
2023-01-17,8,11,4.18
2023-01-17,9,4,4.25
2023-01-17,12,16,4.25
2023-01-17,14,7,3.86
2023-01-17,28,15,4.53
2023-01-17,35,6,3.5
2023-01-17,48,12,4.17
2023-01-17,52,7,4.57
2023-01-17,58,8,4.12
2023-01-17,59,8,4.12
2023-01-17,59,7,4.0
2023-01-17,65,11,4.27
2023-01-17,76,9,3.78
2023-01-17,78,2,3.5
2023-01-17,79,9,3.67
2023-01-17,84,5,3.6
2023-01-17,87,10,4.6
2023-01-17,94,10,3.8
2023-01-17,114,7,3.86
2023-01-17,134,5,4.4
2023-01-17,135,11,3.91
2023-01-17,139,9,4.22
2023-01-17,142,12,4.33
2023-01-17,151,7,4.71
2023-01-17,159,11,4.18
2023-01-17,163,4,3.5
2023-01-17,173,9,3.56
2023-01-17,174,9,3.78
2023-01-17,175,1,5.0
2023-01-17,181,9,4.22
2023-01-17,186,10,4.9
2023-01-17,195,3,4.0
2023-01-17,197,12,3.67
2023-01-17,199,7,4.29
2023-01-17,200,8,3.88
2023-01-18,6,5,4.2
2023-01-18,8,13,4.08
2023-01-18,10,3,4.0
2023-01-18,12,17,4.29
2023-01-18,28,17,4.35
2023-01-18,35,7,3.57
2023-01-18,41,18,3.44
2023-01-18,44,11,4.0
2023-01-18,45,8,4.25
2023-01-18,48,7,4.43
2023-01-18,53,7,3.86
2023-01-18,68,7,3.71
2023-01-18,87,11,4.55
2023-01-18,104,8,4.12
2023-01-18,109,7,4.29
2023-01-18,129,12,4.08
2023-01-18,135,12,3.92
2023-01-18,138,9,4.44
2023-01-18,145,18,4.39
2023-01-18,155,15,3.93
2023-01-18,180,2,4.5
2023-01-18,187,3,4.67
2023-01-18,189,4,4.5
2023-01-19,2,14,4.0
2023-01-19,9,2,5.0
2023-01-19,11,11,3.91
2023-01-19,13,14,4.21
2023-01-19,14,8,3.75
2023-01-19,17,9,4.22
2023-01-19,25,11,4.09
2023-01-19,28,18,4.33
2023-01-19,33,7,4.86
2023-01-19,37,7,4.0
2023-01-19,41,19,3.53
2023-01-19,45,9,4.33
2023-01-19,52,8,4.62
2023-01-19,64,9,4.11
2023-01-19,65,12,4.25
2023-01-19,66,10,3.9
2023-01-19,78,3,3.33
2023-01-19,79,10,3.8
2023-01-19,84,6,3.67
2023-01-19,89,3,3.0
2023-01-19,93,2,3.5
2023-01-19,94,11,3.91
2023-01-19,104,10,4.1
2023-01-19,108,1,3.0
2023-01-19,117,10,4.2
2023-01-19,122,6,3.83
2023-01-19,131,13,4.46
2023-01-19,132,12,4.08
2023-01-19,138,10,4.5
2023-01-19,139,10,4.2
2023-01-19,140,8,4.62
2023-01-19,145,19,4.37
2023-01-19,151,8,4.75
2023-01-19,155,16,3.94
2023-01-19,157,6,3.83
2023-01-19,159,13,4.31
2023-01-19,160,10,4.1
2023-01-19,167,12,4.25
2023-01-19,170,3,4.33
2023-01-19,173,10,3.7
2023-01-19,182,2,4.5
2023-01-19,183,9,4.11
2023-01-19,186,11,4.91
2023-01-19,188,7,4.0
2023-01-19,197,13,3.69
2023-01-19,199,8,4.25
2023-01-20,3,8,4.0
2023-01-20,9,3,4.67
2023-01-20,13,16,4.19
2023-01-20,15,5,4.8
2023-01-20,25,12,4.08
2023-01-20,33,10,4.3
2023-01-20,41,20,3.6
2023-01-20,46,9,4.56
2023-01-20,47,9,3.78
2023-01-20,48,10,4.1
2023-01-20,59,8,4.0
2023-01-20,65,13,4.23
2023-01-20,68,5,4.4
2023-01-20,75,9,4.22
2023-01-20,77,11,3.91
2023-01-20,78,4,3.75
2023-01-20,83,6,2.83
2023-01-20,87,12,4.42
2023-01-20,89,5,4.0
2023-01-20,97,10,4.1
2023-01-20,101,5,4.0
2023-01-20,117,11,4.27
2023-01-20,129,14,4.07
2023-01-20,132,13,4.15
2023-01-20,135,13,3.92
2023-01-20,139,12,4.25
2023-01-20,140,9,4.56
2023-01-20,157,8,4.0
2023-01-20,159,14,4.07
2023-01-20,161,9,3.67
2023-01-20,163,5,3.6
2023-01-20,170,4,4.5
2023-01-20,186,12,4.75
2023-01-20,188,9,4.22
2023-01-20,189,5,4.6
2023-01-21,2,15,4.07
2023-01-21,3,9,4.11
2023-01-21,8,14,4.14
2023-01-21,9,4,4.25
2023-01-21,12,18,4.28
2023-01-21,13,17,4.18
2023-01-21,15,6,4.83
2023-01-21,25,13,4.0
2023-01-21,33,11,4.36
2023-01-21,36,6,3.83
2023-01-21,41,21,3.67
2023-01-21,44,12,4.08
2023-01-21,45,10,4.4
2023-01-21,48,13,4.15
2023-01-21,49,7,3.86
2023-01-21,51,3,4.0
2023-01-21,58,9,4.0
2023-01-21,68,8,3.75
2023-01-21,77,14,4.14
2023-01-21,84,7,3.86
2023-01-21,100,7,3.43
2023-01-21,104,11,4.18
2023-01-21,114,8,4.0
2023-01-21,122,7,3.71
2023-01-21,129,15,4.13
2023-01-21,130,6,4.5
2023-01-21,134,7,4.0
2023-01-21,138,11,4.55
2023-01-21,145,22,4.27
2023-01-21,155,17,3.94
2023-01-21,161,10,3.6
2023-01-21,175,3,4.33
2023-01-21,179,5,4.4
2023-01-21,187,4,4.5
2023-01-21,188,10,4.3
2023-01-21,198,5,4.4
2023-01-21,199,3,4.0
2023-01-21,199,9,4.22
2023-01-22,6,13,4.08
2023-01-22,6,6,4.33
2023-01-22,8,17,4.24
2023-01-22,9,6,4.5
2023-01-22,12,19,4.26
2023-01-22,33,8,4.75
2023-01-22,35,8,3.5
2023-01-22,36,7,3.71
2023-01-22,44,14,4.0
2023-01-22,45,11,4.27
2023-01-22,48,6,4.17
2023-01-22,48,11,4.0
2023-01-22,49,8,3.88
2023-01-22,65,14,4.29
2023-01-22,68,10,3.9
2023-01-22,71,8,4.25
2023-01-22,76,12,3.83
2023-01-22,77,16,4.19
2023-01-22,87,13,4.46
2023-01-22,96,8,4.38
2023-01-22,110,5,4.2
2023-01-22,120,1,3.0
2023-01-22,124,7,4.29
2023-01-22,135,14,3.93
2023-01-22,136,7,4.29
2023-01-22,139,14,4.36
2023-01-22,157,9,4.11
2023-01-22,160,11,4.09
2023-01-22,168,10,4.5
2023-01-22,172,10,4.2
2023-01-22,178,8,3.88
2023-01-22,186,13,4.77
2023-01-22,188,11,4.36
2023-01-22,189,6,4.17
2023-01-22,197,14,3.79
2023-01-22,199,10,4.3
2023-01-23,3,10,4.1
2023-01-23,6,15,4.0
2023-01-23,6,7,4.14
2023-01-23,10,4,3.25
2023-01-23,11,12,3.92
2023-01-23,15,7,4.71
2023-01-23,17,10,4.1
2023-01-23,28,19,4.37
2023-01-23,33,13,4.23
2023-01-23,41,22,3.68
2023-01-23,44,16,4.0
2023-01-23,47,10,3.9
2023-01-23,48,14,4.07
2023-01-23,52,10,4.6
2023-01-23,64,10,4.2
2023-01-23,68,6,4.33
2023-01-23,75,10,4.2
2023-01-23,87,15,4.4
2023-01-23,89,6,4.0
2023-01-23,108,2,3.5
2023-01-23,109,9,4.33
2023-01-23,110,6,4.17
2023-01-23,135,15,4.0
2023-01-23,138,12,4.5
2023-01-23,139,16,4.44
2023-01-23,142,13,4.23
2023-01-23,145,23,4.26
2023-01-23,151,10,4.4
2023-01-23,160,12,4.0
2023-01-23,167,13,4.23
2023-01-23,174,10,3.8
2023-01-23,175,4,4.0
2023-01-23,183,3,4.33
2023-01-23,186,14,4.71
2023-01-23,190,2,4.0
2023-01-24,2,16,4.0
2023-01-24,3,11,4.09
2023-01-24,6,8,4.12
2023-01-24,11,14,3.79
2023-01-24,12,20,4.3
2023-01-24,13,18,4.22
2023-01-24,14,9,3.78
2023-01-24,25,14,4.0
2023-01-24,33,15,4.13
2023-01-24,37,8,4.0
2023-01-24,44,17,3.88
2023-01-24,46,10,4.6
2023-01-24,47,12,3.75
2023-01-24,51,5,4.2
2023-01-24,58,10,4.0
2023-01-24,59,9,4.11
2023-01-24,66,11,3.82
2023-01-24,71,9,4.11
2023-01-24,75,11,4.27
2023-01-24,76,13,3.77
2023-01-24,83,7,3.14
2023-01-24,93,3,4.0
2023-01-24,94,12,4.0
2023-01-24,114,9,4.11
2023-01-24,114,5,4.0
2023-01-24,117,12,4.33
2023-01-24,118,1,5.0
2023-01-24,129,16,4.19
2023-01-24,131,14,4.5
2023-01-24,132,14,4.14
2023-01-24,134,8,3.88
2023-01-24,135,17,4.0
2023-01-24,138,3,4.33
2023-01-24,140,10,4.3
2023-01-24,142,14,4.14
2023-01-24,159,15,4.13
2023-01-24,175,5,4.2
2023-01-24,180,4,4.25
2023-01-24,181,10,4.3
2023-01-24,183,10,3.8
2023-01-24,187,5,4.4
2023-01-24,188,12,4.42
